data,labels
[0.         0.         0.         ... 0.18971059 0.17521863 0.16032225],Malayalam
[0.00089575 0.00075685 0.00076333 ... 0.00127065 0.05208008 0.03737646],Malayalam
"[ 0.          0.          0.         ... -0.00031835 -0.00183331
 -0.00226579]",Malayalam
[0.         0.         0.         ... 0.09204637 0.13038868 0.16908564],Malayalam
"[-0.00036144 -0.00031052 -0.00017423 ... -0.00068172 -0.00053447
 -0.00029593]",Malayalam
"[ 0.          0.          0.         ... -0.02691379 -0.02924684
 -0.03157881]",Malayalam
"[ 0.          0.          0.         ... -0.01267947 -0.01371129
 -0.01432532]",Malayalam
[0.         0.         0.         ... 0.16230091 0.16053782 0.15921538],Malayalam
[0.         0.         0.         ... 0.16458794 0.15916096 0.15332648],Malayalam
[0.         0.         0.         ... 0.07910233 0.07939524 0.07911621],Malayalam
[0.         0.         0.         ... 0.18730125 0.19118711 0.18050826],Malayalam
"[ 0.          0.          0.         ... -0.09624577 -0.07536013
 -0.05109794]",Malayalam
[0.         0.         0.         ... 0.01698816 0.01867205 0.02021175],Malayalam
"[ 0.          0.          0.         ... -0.00657835 -0.00516065
 -0.00460159]",Malayalam
"[ 0.          0.          0.         ... -0.03033972 -0.02635706
 -0.02243223]",Malayalam
"[ 0.          0.          0.         ... -0.01700642 -0.01250535
 -0.00803833]",Malayalam
"[ 1.02407816e-04  1.27274558e-04  1.26738683e-04 ... -4.24653530e-01
 -5.18495023e-01 -4.17788059e-01]",Malayalam
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.6006797e-05
 -9.1569877e-05 -1.0828792e-04]",Malayalam
[0.         0.         0.         ... 0.01443543 0.01320127 0.01089494],Malayalam
[0.00024358 0.00026024 0.00043736 ... 0.16945596 0.14470986 0.08039721],Malayalam
"[ 0.          0.          0.         ... -0.03803682 -0.04335504
 -0.0479871 ]",Malayalam
[0.         0.         0.         ... 0.06394996 0.0626438  0.06157498],Malayalam
[0.         0.         0.         ... 0.04323631 0.0430066  0.04335048],Malayalam
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.7003854e-05
 -2.2654023e-05 -5.2756153e-05]",Malayalam
[0.         0.         0.         ... 0.00120119 0.00130119 0.00146739],Malayalam
"[-0.00016538 -0.00023738 -0.00012169 ... -0.00106363 -0.00069712
 -0.00099834]",Malayalam
[0.         0.         0.         ... 0.25413635 0.25285643 0.25099275],Malayalam
[0.         0.         0.         ... 0.00049223 0.00062866 0.00057932],Malayalam
[0.         0.         0.         ... 0.00178747 0.00143646 0.00121154],Malayalam
[0.         0.         0.         ... 0.12345691 0.11024003 0.09853721],Malayalam
"[ 0.          0.          0.         ... -0.08780051 -0.06070795
 -0.03320467]",Malayalam
[0.00026825 0.00085963 0.00143276 ... 0.00161948 0.00495424 0.00470455],Malayalam
"[ 0.          0.          0.         ... -0.05613736 -0.05760483
 -0.05812249]",Malayalam
"[-0.00203388 -0.00230991 -0.00213572 ... -0.0083648  -0.01250534
 -0.01046719]",Malayalam
"[ 0.          0.          0.         ... -0.02661304 -0.02428385
 -0.02266473]",Malayalam
"[ 0.          0.          0.         ... -0.02127685 -0.01836572
 -0.01565239]",Malayalam
[0.         0.         0.         ... 0.05691284 0.06313916 0.07087252],Malayalam
"[ 0.          0.          0.         ... -0.00349066 -0.00331297
 -0.00441022]",Malayalam
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.0715131e-05
 -7.1306327e-05 -2.1363673e-04]",Malayalam
"[ 0.          0.          0.         ... -0.00024169 -0.00028461
 -0.00022988]",Malayalam
"[ 0.          0.          0.         ... -0.21557596 -0.22659804
 -0.238317  ]",Malayalam
[0.         0.         0.         ... 0.11504255 0.1020659  0.05863309],Malayalam
[0.         0.         0.         ... 0.0564463  0.05350525 0.04987163],Malayalam
"[ 0.          0.          0.         ... -0.004453   -0.00406204
 -0.00358457]",Malayalam
[0.         0.         0.         ... 0.00020227 0.00014399 0.00014529],Malayalam
[0.         0.         0.         ... 0.07892438 0.07619561 0.07807128],Malayalam
"[ 0.          0.          0.         ... -0.14354667 -0.1500853
 -0.1562658 ]",Malayalam
"[-0.00104469 -0.0012381  -0.00139875 ...  0.18484242  0.23183693
  0.18623611]",Malayalam
"[ 0.          0.          0.         ... -0.25036958 -0.24161331
 -0.2324832 ]",Malayalam
"[ 0.          0.          0.         ... -0.11788546 -0.12187842
 -0.12610911]",Malayalam
"[ 0.          0.          0.         ... -0.04541891 -0.04497383
 -0.0397129 ]",Malayalam
"[-1.12194415e-04 -6.85931518e-05 -3.35162144e-06 ... -7.66870985e-03
  3.05815935e-02  5.94669618e-02]",Malayalam
"[ 0.          0.          0.         ...  0.05135819 -0.03027089
 -0.0709454 ]",Malayalam
[0.        0.        0.        ... 0.8183864 0.810475  0.7955895],Malayalam
[0.         0.         0.         ... 0.09505266 0.08719711 0.06896226],Malayalam
[0.         0.         0.         ... 0.00541491 0.00423999 0.00292971],Malayalam
[0.         0.         0.         ... 0.07128323 0.06723759 0.06594057],Malayalam
[0.         0.         0.         ... 0.08940624 0.08080645 0.07055654],Malayalam
[0.         0.         0.         ... 0.01658053 0.01684694 0.01688819],Malayalam
[0.         0.         0.         ... 0.00548203 0.00638277 0.00721358],Malayalam
[0.         0.         0.         ... 0.00325766 0.00329488 0.00334312],Malayalam
[0.         0.         0.         ... 0.03678067 0.03765542 0.04051125],Malayalam
[0.         0.         0.         ... 0.00029158 0.00080289 0.00135771],Malayalam
"[ 0.          0.          0.         ... -0.11301278 -0.12828252
 -0.14205563]",Malayalam
"[ 0.          0.          0.         ... -0.00037288 -0.00035066
 -0.0003059 ]",Malayalam
"[ 0.          0.          0.         ... -0.00011471 -0.0002616
 -0.00031011]",Malayalam
[0.         0.         0.         ... 0.1857951  0.17825736 0.1684015 ],Malayalam
"[-0.00070882 -0.00093321 -0.00129419 ... -0.00029484 -0.00033752
 -0.0002876 ]",Malayalam
"[ 0.          0.          0.         ... -0.0068271  -0.00429457
 -0.00204488]",Malayalam
"[ 0.          0.          0.         ... -0.01714357 -0.02645928
 -0.0328744 ]",Malayalam
"[ 0.          0.          0.         ... -0.00122766 -0.00099732
 -0.00105996]",Malayalam
[0.         0.         0.         ... 0.01139768 0.00873782 0.00399162],Malayalam
"[ 0.          0.          0.         ... -0.21220107 -0.21217032
 -0.21238835]",Malayalam
"[ 0.          0.          0.         ... -0.02704268 -0.03671511
 -0.04737489]",Malayalam
"[ 0.          0.          0.         ... -0.00596577  0.00927776
  0.02215662]",Malayalam
"[ 8.5554339e-06 -7.8680590e-05 -7.1647788e-05 ... -9.1912419e-02
 -1.3739763e-01 -1.2098261e-01]",Malayalam
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.08923516e-04
  8.58060866e-06  1.46292325e-04]",Malayalam
"[ 0.          0.          0.         ... -0.02723609 -0.03738987
 -0.05307057]",Malayalam
"[ 0.          0.          0.         ... -0.02460651 -0.0296829
 -0.03729751]",Malayalam
[0.         0.         0.         ... 0.01381415 0.01343984 0.01347647],Malayalam
[0.         0.         0.         ... 0.00241376 0.00205964 0.00191326],Malayalam
"[ 8.7533117e-05  1.3335027e-04 -1.1961526e-04 ... -8.2047256e-05
 -1.7771158e-04 -2.6501511e-04]",Malayalam
"[-0.00039786 -0.00023693  0.00083807 ...  0.04366211  0.05782851
  0.04909013]",Malayalam
"[ 0.          0.          0.         ... -0.02048128 -0.01570632
 -0.01167588]",Malayalam
"[ 0.          0.          0.         ... -0.2139877  -0.22261061
 -0.22854224]",Malayalam
"[-0.00364326 -0.00399002 -0.00420675 ...  0.3198131   0.28276289
  0.18657658]",Malayalam
[0.         0.         0.         ... 0.16728327 0.18996137 0.21456845],Malayalam
"[ 0.          0.          0.         ... -0.0001393  -0.00012141
  0.00015538]",Malayalam
"[ 0.          0.          0.         ... -0.50320286 -0.44139713
 -0.3731026 ]",Malayalam
"[-1.8500115e-05 -2.8061779e-05 -4.2381162e-05 ...  3.5671860e-01
  3.8394067e-01  2.9100505e-01]",Malayalam
"[ 0.          0.          0.         ... -0.18561256 -0.18279175
 -0.18084404]",Malayalam
"[ 0.          0.          0.         ... -0.009397   -0.00952906
 -0.00965273]",Malayalam
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4121688e-04 3.0810811e-04
 7.5616306e-05]",Malayalam
[0.         0.         0.         ... 0.06725327 0.07358595 0.07921215],Malayalam
"[ 0.          0.          0.         ...  0.00027151  0.00010167
 -0.0001004 ]",Malayalam
[ 0.         0.         0.        ... -0.6033542 -0.6059807 -0.6088231],Malayalam
"[ 0.          0.          0.         ... -0.01850054 -0.0154192
  0.00355384]",Malayalam
[0.         0.         0.         ... 0.07018828 0.07403354 0.07730874],Malayalam
[0.         0.         0.         ... 0.00019641 0.00020179 0.00016351],Malayalam
"[ 0.          0.          0.         ... -0.05653372 -0.06364146
 -0.06890935]",Malayalam
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.0575843e-05 1.6065166e-04
 2.0097944e-04]",Marathi
[0.         0.         0.         ... 0.0005396  0.00367506 0.00568561],Marathi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.3869246e-05
 -3.0404988e-05 -1.6748800e-05]",Marathi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.0107196e-06
  7.0140945e-06  1.2306961e-05]",Marathi
[0.         0.         0.         ... 0.0738059  0.07357854 0.07318692],Marathi
[0.         0.         0.         ... 0.00062259 0.00065053 0.00059732],Marathi
"[ 0.          0.          0.         ... -0.00823959 -0.00771198
 -0.00717525]",Marathi
"[ 0.          0.          0.         ... -0.02810708 -0.02918316
 -0.0304371 ]",Marathi
"[ 0.          0.          0.         ... -0.00460994 -0.00443968
  0.00082835]",Marathi
[0.         0.         0.         ... 0.01766127 0.02049287 0.02245078],Marathi
[0.         0.         0.         ... 0.02748992 0.0459165  0.07008831],Marathi
"[ 0.          0.          0.         ... -0.0207902  -0.00334965
 -0.00104404]",Marathi
[0.         0.         0.         ... 0.03788952 0.04151203 0.03752577],Marathi
[0.         0.         0.         ... 0.18752252 0.18351299 0.17892241],Marathi
[0.         0.         0.         ... 0.00901623 0.00173758 0.00113167],Marathi
"[ 0.          0.          0.         ... -0.03406946 -0.04587932
 -0.05679364]",Marathi
[0.         0.         0.         ... 0.11352275 0.11914639 0.12409542],Marathi
[0.         0.         0.         ... 0.07498958 0.07029657 0.06464317],Marathi
[0.         0.         0.         ... 0.3027879  0.25296742 0.20757535],Marathi
"[ 0.          0.          0.         ...  0.0088561   0.0046003
 -0.00289433]",Marathi
[0.         0.         0.         ... 0.08588603 0.08675636 0.09019133],Marathi
[0.         0.         0.         ... 0.68721133 0.6806419  0.67239094],Marathi
"[ 0.          0.          0.         ... -0.00023284 -0.00030774
 -0.00024607]",Marathi
"[ 0.          0.          0.         ... -0.01212198 -0.0148472
 -0.01806532]",Marathi
"[ 0.          0.          0.         ... -0.03969603 -0.04073108
 -0.04176214]",Marathi
"[ 0.          0.          0.         ... -0.0408626  -0.0354847
 -0.03124286]",Marathi
[0.         0.         0.         ... 0.16447057 0.1674841  0.1704291 ],Marathi
"[ 0.          0.          0.         ... -0.00303966 -0.00290739
 -0.00278136]",Marathi
"[ 0.          0.          0.         ... -0.0573063  -0.0643033
 -0.07017255]",Marathi
[0.         0.         0.         ... 0.07908864 0.08051138 0.08389796],Marathi
[0.         0.         0.         ... 0.06369888 0.05877666 0.05500278],Marathi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.4407560e-06
 -1.2877989e-05 -8.4279764e-06]",Marathi
"[ 0.          0.          0.         ... -0.01266689 -0.02074824
 -0.02277686]",Marathi
[0.         0.         0.         ... 0.47084197 0.32429907 0.1585482 ],Marathi
"[ 0.          0.          0.         ... -0.48415586 -0.45518014
 -0.42830753]",Marathi
[0.         0.         0.         ... 0.00090771 0.00112907 0.0008573 ],Marathi
"[ 0.          0.          0.         ...  0.663976    0.3680016
 -0.02587903]",Marathi
[0.         0.         0.         ... 0.02913877 0.04289115 0.05804637],Marathi
"[ 0.          0.          0.         ... -0.33471355 -0.34333038
 -0.35271388]",Marathi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.0939051e-05
 -1.3037748e-04 -2.0499169e-04]",Marathi
[0.         0.         0.         ... 0.00115426 0.00118682 0.00128405],Marathi
"[ 0.          0.          0.         ... -0.01467772 -0.01531133
 -0.01600281]",Marathi
"[ 0.          0.          0.         ... -0.04902668 -0.04621528
 -0.04355466]",Marathi
[0.         0.         0.         ... 0.28224087 0.2252985  0.15303946],Marathi
[0.         0.         0.         ... 0.06157236 0.06122606 0.06066481],Marathi
[0.         0.         0.         ... 0.07163077 0.0746134  0.0766826 ],Marathi
[0.         0.         0.         ... 0.01718955 0.02312713 0.02703293],Marathi
[0.         0.         0.         ... 0.00642069 0.00952675 0.01040495],Marathi
[0.         0.         0.         ... 0.23817489 0.24546139 0.25528157],Marathi
[0.         0.         0.         ... 0.42336768 0.42532182 0.43149653],Marathi
[0.         0.         0.         ... 0.02121771 0.02082502 0.01908157],Marathi
"[ 0.000000e+00  0.000000e+00  0.000000e+00 ... -6.965843e-05 -8.211372e-05
  1.369580e-05]",Marathi
"[0.000000e+00 0.000000e+00 0.000000e+00 ... 6.184345e-05 5.883984e-05
 7.571968e-05]",Marathi
[0.         0.         0.         ... 0.00016499 0.00091158 0.00177639],Marathi
"[ 0.          0.          0.         ... -0.02061197 -0.00850409
  0.00470295]",Marathi
"[ 0.          0.          0.         ... -0.052409   -0.04633596
 -0.04774747]",Marathi
[0.         0.         0.         ... 0.0063695  0.00301376 0.00214878],Marathi
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.07521055e-05
 -9.52734845e-05 -7.65713121e-05]",Marathi
[0.         0.         0.         ... 0.11226723 0.11478429 0.11643893],Marathi
"[ 0.          0.          0.         ...  0.0253326  -0.0336729
 -0.06041933]",Marathi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.7952548e-06
  6.6335283e-06  2.9720379e-06]",Marathi
"[ 0.          0.          0.         ...  0.00192496 -0.0001154
 -0.00199435]",Marathi
[0.         0.         0.         ... 0.3917017  0.38809904 0.3824519 ],Marathi
"[ 0.          0.          0.         ... -0.02048432 -0.02024175
 -0.01969349]",Marathi
"[ 0.          0.          0.         ... -0.2408371  -0.24181293
 -0.23673603]",Marathi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.3028597e-05
 -8.1160833e-05 -1.2868248e-04]",Marathi
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.1037154e-05 6.6788707e-05
 9.5337264e-06]",Marathi
[0.         0.         0.         ... 0.00084593 0.00079426 0.00087339],Marathi
[nan nan nan ... nan nan nan],Marathi
"[ 0.          0.          0.         ... -0.04873546 -0.04743154
 -0.04665249]",Marathi
"[ 0.          0.          0.         ... -0.33992752 -0.35646075
 -0.37299004]",Marathi
"[ 0.          0.          0.         ... -0.05329527 -0.05601247
 -0.05365239]",Marathi
[0.         0.         0.         ... 0.00827904 0.00824638 0.00362962],Marathi
[0.         0.         0.         ... 0.13374093 0.13699585 0.13746598],Marathi
"[ 0.          0.          0.         ... -0.1754141  -0.1819661
 -0.18350527]",Marathi
[0.         0.         0.         ... 0.18461487 0.18599577 0.18690233],Marathi
"[ 0.          0.          0.         ... -0.0309888  -0.03604928
 -0.04594013]",Marathi
[0.         0.         0.         ... 0.0288995  0.04031887 0.04708745],Marathi
[0.         0.         0.         ... 0.02115021 0.02128798 0.02160154],Marathi
"[ 0.          0.          0.         ... -0.04624762 -0.0474816
 -0.04686328]",Marathi
"[ 0.          0.          0.         ... -0.18497254 -0.22532047
 -0.29028276]",Marathi
[0.         0.         0.         ... 0.04183535 0.02713395 0.01137998],Marathi
[0.         0.         0.         ... 0.24664477 0.20603806 0.16474229],Marathi
"[ 0.          0.          0.         ... -0.07046138 -0.07277391
 -0.06831671]",Marathi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.2751217e-05
 -1.7324576e-04 -2.3774318e-04]",Marathi
"[ 0.          0.          0.         ... -0.19896244 -0.1794476
 -0.16688435]",Marathi
"[ 0.          0.          0.         ... -0.01216048 -0.05534119
 -0.0853581 ]",Marathi
"[ 0.          0.          0.         ... -0.3016314  -0.32094395
 -0.3344599 ]",Marathi
"[ 0.          0.          0.         ... -0.04654265 -0.04576605
 -0.04484817]",Marathi
[0.         0.         0.         ... 0.00633296 0.00536485 0.00309196],Marathi
[0.         0.         0.         ... 0.0612844  0.05769975 0.05472736],Marathi
[0.         0.         0.         ... 0.0325119  0.03290645 0.03032008],Marathi
[0.         0.         0.         ... 0.05294741 0.04877615 0.04427648],Marathi
[0.         0.         0.         ... 0.0109001  0.01331815 0.0120708 ],Marathi
[0.         0.         0.         ... 0.05110567 0.02574134 0.01818539],Marathi
"[ 0.          0.          0.         ... -0.02057139 -0.02026771
 -0.01984379]",Marathi
"[ 0.          0.          0.         ... -0.00714885 -0.01366639
 -0.01928818]",Marathi
"[ 0.          0.          0.         ...  0.0434865   0.01779625
 -0.00758833]",Marathi
[0.         0.         0.         ... 0.49230146 0.58180034 0.59406173],Marathi
"[ 0.          0.          0.         ... -0.2890706  -0.2998405
 -0.30550683]",Marathi
[0.         0.         0.         ... 0.00073229 0.00079183 0.00082092],Marathi
[0.         0.         0.         ... 0.03238185 0.0185663  0.00609859],Marathi
"[ 0.          0.          0.         ...  0.03055807 -0.02919254
 -0.04194647]",Marathi
[0.         0.         0.         ... 0.2273697  0.23734406 0.24701574],Marathi
[0.         0.         0.         ... 0.02018064 0.02545133 0.03547177],Marathi
"[ 0.          0.          0.         ... -0.04411113 -0.04486574
 -0.04480002]",Marathi
[0.         0.         0.         ... 0.00062365 0.0082627  0.01321859],Marathi
[0.         0.         0.         ... 0.01037952 0.01201131 0.01385834],Marathi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.3049727e-05
 -5.8831949e-05 -1.8308627e-04]",Marathi
"[ 0.          0.          0.         ... -0.04340196 -0.04402237
 -0.05055502]",Marathi
"[ 0.          0.          0.         ... -0.25402424 -0.30675748
 -0.36214072]",Marathi
[0.         0.         0.         ... 0.15862508 0.16402003 0.16268939],Marathi
"[ 0.          0.          0.         ... -0.00560252 -0.00356475
 -0.00160463]",Marathi
"[ 0.          0.          0.         ... -0.00237421 -0.0034931
 -0.00466633]",Marathi
"[ 0.          0.          0.         ... -0.23136052 -0.2455677
 -0.25873294]",Marathi
"[ 0.          0.          0.         ... -0.00531175 -0.00500081
 -0.00406466]",Marathi
[0.         0.         0.         ... 0.01217083 0.01268406 0.01316621],Marathi
[0.         0.         0.         ... 0.02344267 0.02229219 0.02307374],Marathi
"[ 0.          0.          0.         ... -0.05265745 -0.05422693
 -0.05627838]",Marathi
[0.         0.         0.         ... 0.01107663 0.01244066 0.01267255],Marathi
"[ 0.          0.          0.         ... -0.01580487 -0.01386324
 -0.02334585]",Marathi
[0.         0.         0.         ... 0.01209036 0.01208477 0.01219063],Marathi
[0.         0.         0.         ... 0.10141578 0.09628165 0.09187581],Marathi
[0.         0.         0.         ... 0.32758552 0.33184436 0.33470517],Marathi
"[ 0.          0.          0.         ... -0.01857564 -0.02205447
 -0.02513743]",Marathi
"[ 0.          0.          0.         ... -0.5294222  -0.49545646
 -0.4521009 ]",Marathi
[0.         0.         0.         ... 0.01706729 0.01940763 0.01844953],Marathi
"[ 0.          0.          0.         ... -0.00899112 -0.00957913
 -0.01035139]",Marathi
"[ 0.          0.          0.         ... -0.00489701 -0.00526674
 -0.0050816 ]",Marathi
[0.         0.         0.         ... 0.40119568 0.3468019  0.29054767],Marathi
"[ 0.          0.          0.         ... -0.00547502 -0.005417
 -0.00550028]",Marathi
[0.         0.         0.         ... 0.03684801 0.05291358 0.07622388],Marathi
[0.         0.         0.         ... 0.10423265 0.17085463 0.2215535 ],Marathi
"[ 0.          0.          0.         ... -0.0057548  -0.01166412
 -0.01218355]",Marathi
"[ 0.          0.          0.         ... -0.00055058 -0.00079971
 -0.00106779]",Marathi
[0.         0.         0.         ... 0.06957462 0.08198319 0.10075335],Marathi
"[ 0.          0.          0.         ... -0.01590019 -0.01552187
 -0.01751072]",Marathi
[0.         0.         0.         ... 0.06144453 0.05993816 0.05966407],Marathi
"[ 0.          0.          0.         ... -0.0041875  -0.01261233
 -0.01041826]",Marathi
[0.         0.         0.         ... 0.0382576  0.03727117 0.03644522],Marathi
"[ 0.          0.          0.         ... -0.00614496 -0.00750306
 -0.00850071]",Marathi
"[ 0.          0.          0.         ... -0.19388208 -0.18533158
 -0.17586131]",Marathi
"[ 0.          0.          0.         ... -0.00408582 -0.00154821
  0.00021738]",Marathi
"[ 0.          0.          0.         ... -0.0999916  -0.09227669
 -0.08412775]",Marathi
"[ 0.          0.          0.         ... -0.00729531 -0.00482751
 -0.00387263]",Marathi
[0.         0.         0.         ... 0.0015597  0.00116635 0.00103067],Marathi
[0.         0.         0.         ... 0.20207405 0.2216538  0.23607524],Marathi
[0.         0.         0.         ... 0.05078531 0.04967904 0.0450576 ],Marathi
[0.         0.         0.         ... 0.04337138 0.02766488 0.0160749 ],Marathi
"[ 0.          0.          0.         ...  0.00543381 -0.00577701
 -0.01242258]",Marathi
"[ 0.          0.          0.         ... -0.03143775  0.02123402
  0.1501628 ]",Punjabi
[0.         0.         0.         ... 0.00141043 0.00201342 0.00215165],Punjabi
"[ 0.          0.          0.         ... -0.01622666 -0.01797232
 -0.0180607 ]",Punjabi
"[ 0.          0.          0.         ... -0.00078863 -0.00127621
 -0.0013848 ]",Punjabi
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.3864110e-06 7.1070448e-04
 1.4796931e-03]",Punjabi
[0.         0.         0.         ... 0.00098059 0.0016949  0.00216134],Punjabi
[0.         0.         0.         ... 0.08812711 0.0861664  0.08319151],Punjabi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.3981013e-04
  7.0600272e-06 -9.2838681e-04]",Punjabi
[0.         0.         0.         ... 0.18545668 0.19257529 0.19599235],Punjabi
"[ 0.          0.          0.         ... -0.12337565 -0.11725741
 -0.10587482]",Punjabi
"[ 0.          0.          0.         ... -0.14322928 -0.14589062
 -0.14572315]",Punjabi
"[ 0.          0.          0.         ... -0.06294012 -0.05464637
 -0.04290368]",Punjabi
"[ 0.          0.          0.         ... -0.00882339 -0.01061629
 -0.01182526]",Punjabi
"[ 0.          0.          0.         ... -0.00933256 -0.0093075
 -0.00826277]",Punjabi
[0.         0.         0.         ... 0.00146671 0.00102296 0.0009842 ],Punjabi
[0.         0.         0.         ... 0.00419392 0.00217686 0.00054759],Punjabi
"[ 0.          0.          0.         ... -0.06023718 -0.02928579
  0.00286758]",Punjabi
[0.         0.         0.         ... 0.02004983 0.01951851 0.01855279],Punjabi
[0.         0.         0.         ... 0.00023451 0.00077624 0.00142359],Punjabi
[0.         0.         0.         ... 0.2335045  0.22680019 0.21641183],Punjabi
"[ 0.          0.          0.         ... -0.01166474 -0.01176416
 -0.010376  ]",Punjabi
[0.         0.         0.         ... 0.00366593 0.00532041 0.0062948 ],Punjabi
"[ 0.          0.          0.         ... -0.00418953 -0.0032322
 -0.00184804]",Punjabi
[0.         0.         0.         ... 0.28368685 0.31373343 0.36331186],Punjabi
"[ 0.          0.          0.         ... -0.03303858 -0.03662596
 -0.04384637]",Punjabi
"[ 0.          0.          0.         ... -0.00373757 -0.0039219
 -0.00339456]",Punjabi
[0.         0.         0.         ... 0.05519773 0.06097943 0.06503982],Punjabi
[0.         0.         0.         ... 0.37498    0.3926776  0.40440935],Punjabi
[0.         0.         0.         ... 0.00453805 0.00421856 0.00469134],Punjabi
"[ 0.          0.          0.         ... -0.0903053  -0.09979673
 -0.112833  ]",Punjabi
[0.         0.         0.         ... 0.04077656 0.03222412 0.02200914],Punjabi
"[ 0.          0.          0.         ... -0.15336286 -0.14707088
 -0.13942122]",Punjabi
[0.         0.         0.         ... 0.4035498  0.4181414  0.42984122],Punjabi
[0.         0.         0.         ... 0.00246333 0.0034863  0.00373496],Punjabi
"[ 0.          0.          0.         ... -0.06284834 -0.04355378
 -0.02200673]",Punjabi
[0.         0.         0.         ... 0.00123088 0.00302969 0.00301825],Punjabi
[0.         0.         0.         ... 0.33340558 0.31499588 0.2930279 ],Punjabi
[0.         0.         0.         ... 0.02023089 0.01890503 0.0175278 ],Punjabi
"[ 0.          0.          0.         ... -0.00011384 -0.00295024
 -0.00185697]",Punjabi
[0.         0.         0.         ... 0.00071356 0.00125743 0.00105666],Punjabi
"[ 0.          0.          0.         ... -0.00202882 -0.00256809
 -0.00333301]",Punjabi
[0.         0.         0.         ... 0.21479481 0.23739818 0.26095447],Punjabi
[0.         0.         0.         ... 0.00197294 0.00706022 0.00855793],Punjabi
"[ 0.          0.          0.         ... -0.02807056 -0.02930585
 -0.03024393]",Punjabi
"[ 0.          0.          0.         ... -0.22454958 -0.22279906
 -0.2175315 ]",Punjabi
[0.        0.        0.        ... 0.4774915 0.4083842 0.3392664],Punjabi
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.6913184e-05
 -4.5229008e-05  5.6218531e-04]",Punjabi
[0.         0.         0.         ... 0.38401595 0.3534559  0.32211843],Punjabi
[0.         0.         0.         ... 0.00506175 0.00328962 0.00133527],Punjabi
"[ 0.          0.          0.         ... -0.00121235 -0.00056308
 -0.00026491]",Punjabi
[0.         0.         0.         ... 0.0043771  0.00512377 0.00553359],Punjabi
[0.         0.         0.         ... 0.00265541 0.0033578  0.0038092 ],Punjabi
[0.         0.         0.         ... 0.06896468 0.0616911  0.05366918],Punjabi
[0.         0.         0.         ... 0.0014885  0.00065924 0.00074975],Punjabi
[0.         0.         0.         ... 0.0033512  0.00365981 0.00308951],Punjabi
"[ 0.          0.          0.         ... -0.01043719 -0.00954618
 -0.00881286]",Punjabi
[0.         0.         0.         ... 0.1327488  0.11806098 0.10073398],Punjabi
[0.         0.         0.         ... 0.02712034 0.026861   0.02534379],Punjabi
"[ 0.          0.          0.         ... -0.00284608 -0.00305903
 -0.00350182]",Punjabi
"[ 0.          0.          0.         ... -0.01224117 -0.02314647
 -0.00662964]",Punjabi
"[ 0.          0.          0.         ... -0.03503214 -0.03272483
 -0.03053861]",Punjabi
[0.         0.         0.         ... 0.00171765 0.00099195 0.0006902 ],Punjabi
[0.         0.         0.         ... 0.05713392 0.05669057 0.05514089],Punjabi
"[ 0.          0.          0.         ...  0.00831264  0.00242073
 -0.00504792]",Punjabi
"[ 0.          0.          0.         ... -0.01025467 -0.00598243
 -0.00199755]",Punjabi
"[ 0.          0.          0.         ... -0.29570752 -0.293676
 -0.28421617]",Punjabi
[0.         0.         0.         ... 0.00500149 0.00489684 0.0052915 ],Punjabi
"[ 0.          0.          0.         ... -0.0019029  -0.00200975
 -0.00211869]",Punjabi
[0.         0.         0.         ... 0.00043733 0.00059476 0.00219329],Punjabi
"[ 0.          0.          0.         ... -0.04080093 -0.03714919
 -0.03413208]",Punjabi
"[ 0.          0.          0.         ... -0.02094355 -0.01895517
 -0.01640027]",Punjabi
[0.         0.         0.         ... 0.9592344  0.95634925 0.95676506],Punjabi
[0.         0.         0.         ... 0.27589327 0.28648967 0.29834598],Punjabi
[0.         0.         0.         ... 0.00141003 0.00157891 0.00154458],Punjabi
[0.         0.         0.         ... 0.00580281 0.00709146 0.00836305],Punjabi
"[ 0.          0.          0.         ... -0.08550653 -0.08496515
 -0.08376055]",Punjabi
[0.         0.         0.         ... 0.04787956 0.05421771 0.04770884],Punjabi
"[ 0.          0.          0.         ... -0.07726014 -0.07544025
 -0.07150124]",Punjabi
